,symbol,exchange,type,organ_short_name,organ_name,product_grp_id
233,TV2,HSX,STOCK,Tư vấn XD Điện 2,Công ty Cổ phần Tư vấn Xây dựng Điện 2,STO
234,TV1,UPCOM,STOCK,Tư vấn XD Điện 1,Công ty Cổ phần Tư vấn Xây dựng Điện 1,UPX
235,TUG,UPCOM,STOCK,Lai dắt và VT cảng Hải Phòng,Công ty Cổ phần Lai dắt và Vận tải Cảng Hải Phòng,UPX
236,TTZ,UPCOM,STOCK,Xây dựng Tiến Trung,Công ty Cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung,UPX
237,TTT,HNX,STOCK,Du lịch - Thương Mại Tây Ninh,Công ty Cổ phần Du Lịch - Thương Mại Tây Ninh,STX
238,TTS,UPCOM,STOCK,Cán thép Thái Trung,Công ty Cổ phần Cán thép Thái Trung,UPX
239,TTP,DELISTED,STOCK,Bao bì nhựa Tân Tiến,Công ty Cổ phần Bao bì Tân Tiến,
240,TTN,UPCOM,STOCK,Công nghệ và Truyền thông VN,Công ty Cổ phần Công nghệ & Truyền thông Việt Nam,UPX
241,TTL,HNX,STOCK,TCT Thăng Long,Tổng Công ty Thăng Long - Công ty Cổ phần,STX
242,TTH,HNX,STOCK,TM và DV Tiến Thành,Công ty Cổ phần Thương mại và Dịch vụ Tiến Thành,STX
243,TTG,UPCOM,STOCK,May Thanh Trì,Công ty Cổ phần May Thanh Trì,UPX
244,TTF,HSX,STOCK,Gỗ Trường Thành,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,STO
245,TTE,HSX,STOCK,ĐT Năng lượng Trường Thịnh,Công ty Cổ phần Đầu tư Năng lượng Trường Thịnh,STO
246,TTD,UPCOM,STOCK,Bệnh viện Tim Tâm Đức,Công ty Cổ phần Bệnh viện Tim Tâm Đức,UPX
247,TTC,HNX,STOCK,Gạch men Thanh Thanh,Công ty Cổ phần Gạch men Thanh Thanh,STX
248,TTB,UPCOM,STOCK,Tập đoàn Tiến Bộ,Công ty Cổ phần TTBGROUP,UPX
249,TTA,HSX,STOCK,XD và PT Trường Thành,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Trường Thành,STO
250,TT6,UPCOM,STOCK,Tien Thinh Group,Công ty Cổ Phần Tập Đoàn Tiến Thịnh,UPX
251,TST,UPCOM,STOCK,Dịch vụ KT Viễn Thông,Công ty Cổ phần Dịch vụ Kỹ thuật Viễn thông,UPX
252,TSJ,UPCOM,STOCK,Hanoi Toserco,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,UPX
253,TSG,UPCOM,STOCK,TTTH Đường sắt Sài Gòn,Công ty Cổ phần Thông tin Tín hiệu Đường sắt Sài Gòn,UPX
254,TSD,UPCOM,STOCK,Du lịch Trường Sơn Coecco,Công ty Cổ phần Du lịch Trường Sơn Coecco,UPX
255,TSC,HSX,STOCK,Kỹ thuật NN Cần Thơ,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,STO
256,TSB,HNX,STOCK,Ắc quy Tia Sáng,Công ty Cổ phần Ắc quy Tia Sáng,STX
257,TSA,UPCOM,STOCK,Đầu Tư Và Xây Lắp Trường Sơn,Công ty Cổ Phần Đầu Tư Và Xây Lắp Trường Sơn,UPX
258,TS5,DELISTED,STOCK,,,
259,TS4,UPCOM,STOCK,Thủy sản số 4,Công ty Cổ phần Thủy sản số 4,UPX
260,TS3,UPCOM,STOCK,Trường Sơn 532,Công ty Cổ phần Trường Sơn 532,UPX
261,TRV,UPCOM,STOCK,Vận tải Đường sắt,Công ty Cổ Phần Vận tải Đường sắt,UPX
262,TRT,UPCOM,STOCK,CTCP RedstarCera,Công ty Cổ phần RedstarCera,UPX
263,TRS,UPCOM,STOCK,Vận tải và Dịch vụ Hàng Hải,Công ty Cổ phần Vận tải và Dịch vụ Hàng Hải,UPX
264,TRC,HSX,STOCK,Cao su Tây Ninh,Công ty Cổ phần Cao su Tây Ninh,STO
265,TRA,HSX,STOCK,Traphaco,Công ty Cổ phần Traphaco,STO
266,TR1,UPCOM,STOCK,Vận Tải 1 Traco,Công ty Cổ phần Vận Tải 1 Traco,UPX
267,TQW,UPCOM,STOCK,Cấp thoát nước Tuyên Quang,Công ty Cổ phần Cấp thoát nước Tuyên Quang,UPX
268,TQN,UPCOM,STOCK,Thông Quảng Ninh,Công ty Cổ phần Thông Quảng Ninh,UPX
269,TPS,UPCOM,STOCK,Bến bãi vận tải Sài Gòn,Công ty Cổ phần Bến bãi vận tải Sài Gòn,UPX
270,TPP,HNX,STOCK,Nhựa Tân Phú VN,Công ty Cổ phần Tân Phú Việt Nam,STX
271,TPH,DELISTED,STOCK,In Sách giáo khoa TP.Hà Nội,Công ty Cổ phần In Sách giáo khoa tại Thành phố Hà Nội,STX
272,TPC,HSX,STOCK,Nhựa Tân Đại Hưng,Công ty Cổ phần Nhựa Tân Đại Hưng,STO
273,TPB,HSX,STOCK,TPBank,Ngân hàng Thương mại Cổ phần Tiên Phong,STO
274,TOW,UPCOM,STOCK,Cấp nước Trà Nóc - Ô Môn,Công ty Cổ phần Cấp nước Trà Nóc - Ô Môn,UPX
275,TOT,HNX,STOCK,Vận tải Transimex,Công ty Cổ phần Transimex Logistics,STX
276,TOS,UPCOM,STOCK,Dịch vụ biển Tân Cảng,Công ty Cổ phần Dịch vụ biển Tân Cảng,UPX
277,TOP,UPCOM,STOCK,Phân phối Top One,Công ty Cổ phần Phân phối Top One,UPX
278,TNW,UPCOM,STOCK,Nước sạch Thái Nguyên,Công ty Cổ phần Nước sạch Thái Nguyên,UPX
279,TNV,UPCOM,STOCK,Xe đạp Thống Nhất,Công ty Cổ phần Thống Nhất Hà Nội,UPX
280,TNT,HSX,STOCK,Tập đoàn TNT,Công ty Cổ phần Tập đoàn TNT,STO
281,TNS,UPCOM,STOCK,Thép tấm lá Thống Nhất,Công ty Cổ phần Thép tấm lá Thống Nhất,UPX
282,TNP,UPCOM,STOCK,Cảng Thị Nại,Công ty Cổ phần Cảng Thị Nại,UPX
283,TNM,UPCOM,STOCK,XNK và XD Công trình,Công ty Cổ phần Xuất nhập khẩu và Xây dựng Công trình,UPX
284,TNI,HSX,STOCK,Tập đoàn Thành Nam,Công ty Cổ phần Tập đoàn Thành Nam,STO
285,TNH,HSX,STOCK,Tập đoàn Bệnh viện TNH,Công ty Cổ phần Tập đoàn Bệnh viện TNH,STO
286,TNG,HNX,STOCK,Đầu tư và Thương mại TNG,Công ty Cổ phần Đầu tư và Thương mại TNG,STX
287,TNC,HSX,STOCK,Cao su Thống Nhất,Công ty Cổ phần Cao su Thống Nhất,STO
288,TNB,UPCOM,STOCK,Thép Nhà Bè,Công ty Cổ phần Thép Nhà Bè - VNSTEEL,UPX
289,TNA,UPCOM,STOCK,XNK Thiên Nam,Công ty Cổ phần Thương mại Xuất nhập khẩu Thiên Nam,UPX
290,TN1,HSX,STOCK,Rox Key Holdings,Công ty Cổ phần Rox Key Holdings,STO
291,TMX,HNX,STOCK,Thương mại Xi măng,Công ty Cổ phần VICEM Thương mại Xi măng,STX
292,TMW,UPCOM,STOCK,Gỗ Tân Mai,Công ty Cổ phần Tổng hợp Gỗ Tân Mai,UPX
293,TMT,HSX,STOCK,Ô tô TMT,Công ty Cổ phần Ô tô TMT,STO
294,TMS,HSX,STOCK,Transimex,Công ty Cổ phần Transimex,STO
295,TMP,HSX,STOCK,Thủy điện Thác Mơ,Công ty Cổ phần Thủy điện Thác Mơ,STO
296,TMG,UPCOM,STOCK,Kim loại màu Thái Nguyên - Vimico,Công ty Cổ phần Kim loại màu Thái Nguyên - Vimico,UPX
297,TMC,HNX,STOCK,XNK Thủ Đức,Công ty Cổ phần Thương mại Xuất nhập khẩu Thủ Đức,STX
298,TMB,HNX,STOCK,Than Miền Bắc - Vinacomin,Công ty Cổ phần Kinh doanh Than Miền Bắc - Vinacomin,STX
299,TLT,UPCOM,STOCK,Viglacera Thăng long,Công ty Cổ phần Viglacera Thăng Long,UPX
300,TLP,UPCOM,STOCK,Thương mại XNK Thanh Lễ,Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - CTCP,UPX
301,TLI,UPCOM,STOCK,May Quốc tế Thắng Lợi,Công ty Cổ phần May Quốc tế Thắng Lợi,UPX
302,TLH,HSX,STOCK,Thép Tiến Lên,Công ty Cổ phần Tập đoàn Thép Tiến Lên,STO
303,TLG,HSX,STOCK,Tập đoàn Thiên Long,Công ty Cổ phần Tập đoàn Thiên Long,STO
304,TLD,HSX,STOCK,ĐT XD và PT Đô thị Thăng Long,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,STO
305,TL4,UPCOM,STOCK,XD Thủy lợi 4,Tổng Công ty Xây dựng Thủy lợi 4 - Công ty Cổ phần,UPX
306,TKU,HNX,STOCK,Công nghiệp Tung Kuang,Công ty Cổ phần Công nghiệp Tung Kuang,STX
307,TKG,UPCOM,STOCK,SX và T.Mại Tùng Khánh,Công ty Cổ phần Sản xuất và Thương mại Tùng Khánh,UPX
308,TKC,UPCOM,STOCK,Địa ốc Tân Kỷ,Công ty Cổ phần Xây dựng và Kinh doanh Địa ốc Tân Kỷ,UPX
309,TKA,UPCOM,STOCK,Bao bì Tân Khánh An,Công ty Cổ phần Bao bì Tân Khánh An,UPX
310,TJC,HNX,STOCK,Dịch vụ Vận tải và Thương mại,Công ty Cổ phần Dịch vụ Vận tải và Thương mại,STX
311,TIX,HSX,STOCK,TANIMEX,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,STO
312,TIS,UPCOM,STOCK,Gang thép Thái Nguyên,Công ty Cổ phần Gang thép Thái Nguyên,UPX
313,TIP,HSX,STOCK,PT KCN Tín Nghĩa,Công ty Cổ phần Phát triển Khu công nghiệp Tín Nghĩa,STO
314,TIN,UPCOM,STOCK,Tài chính Cổ phần Tín Việt,Công ty Tài chính tổng hợp cổ phần Tín Việt,UPX
315,TIG,HNX,STOCK,Tập đoàn Đầu tư Thăng Long,Công ty Cổ phần Tập đoàn Đầu tư Thăng Long,STX
316,TIE,UPCOM,STOCK,Điện tử TIE,Công ty Cổ phần TIE,UPX
317,TID,UPCOM,STOCK,Tổng Công ty Tín Nghĩa,Công ty Cổ phần Tổng Công ty Tín Nghĩa,UPX
318,THW,UPCOM,STOCK,Cấp nước Tân Hòa,Công ty Cổ phần Cấp nước Tân Hòa,UPX
319,THU,UPCOM,STOCK,Môi trường và CTĐT Thanh Hóa,Công ty Cổ phần Môi trường và Công trình đô thị Thanh Hóa,UPX
320,THT,HNX,STOCK,Than Hà Tu,Công ty Cổ phần Than Hà Tu - Vinacomin,STX
321,THS,HNX,STOCK,Thanh Hoa Sông Đà,Công ty Cổ phần Thanh Hoa Sông Đà,STX
322,THP,UPCOM,STOCK,Thủy sản và TMại Thuận Phước,Công ty Cổ phần Thủy sản và Thương mại Thuận Phước,UPX
323,THN,UPCOM,STOCK,Cấp nước Thanh Hóa,Công ty Cổ phần Cấp nước Thanh Hóa,UPX
324,THM,UPCOM,STOCK,Tứ Hải Hà Nam,Công ty Cổ phần Tứ Hải Hà Nam,UPX
325,THI,DELISTED,STOCK,Thiết bị điện,Công ty Cổ phần Thiết bị điện,
326,THG,HSX,STOCK,XD Tiền Giang,Công ty Cổ phần Đầu tư và Xây dựng Tiền Giang,STO
327,THD,HNX,STOCK,Công ty Thaiholdings,Công ty Cổ phần Thaiholdings,STX
328,THB,HNX,STOCK,Bia Hà Nội - Thanh Hóa,Công ty Cổ phần Bia Hà Nội - Thanh Hóa,STX
329,TH1,UPCOM,STOCK,XNK Tổng hợp 1,Công ty Cổ phần Xuất nhập khẩu Tổng hợp I Việt Nam,UPX
330,TGP,UPCOM,STOCK,Cáp Trường Phú,Công ty Cổ phần Trường Phú,UPX
331,TGG,UPCOM,STOCK,The Golden Group,Công ty Cổ phần The Golden Group,UPX
332,TFC,HNX,STOCK,CTCP Trang,Công ty Cổ phần Trang,STX
333,TET,HNX,STOCK,May mặc Miền Bắc,Công ty Cổ phần Vải sợi May mặc Miền Bắc,STX
334,TEL,UPCOM,STOCK,Phát triển Công trình Viễn thông,Công ty Cổ phần Phát triển Công trình Viễn thông,UPX
335,TEG,HSX,STOCK,TECGROUP,Công ty Cổ phần Năng Lượng và Bất động sản Trường Thành,STO
336,TED,UPCOM,STOCK,Thiết kế GTVT,Tổng Công ty Tư vấn Thiết kế Giao thông Vận tải - CTCP,UPX
337,TEC,DELISTED,STOCK,Traenco,Công ty Cổ phần Traenco,
338,TDW,HSX,STOCK,Cấp nước Thủ Đức,Công ty Cổ phần Cấp nước Thủ Đức,STO
339,TDT,HNX,STOCK,Đầu tư và Phát triển TDT,Công ty Cổ phần Đầu tư và Phát triển TDT,STX
340,TDS,UPCOM,STOCK,Thép Thủ Đức,Công ty Cổ phần Thép Thủ Đức - VNSTEEL,UPX
341,TDP,HSX,STOCK,Công ty Thuận Đức,Công ty Cổ phần Thuận Đức,STO
342,TDN,DELISTED,STOCK,Than Đèo Nai,Công ty Cổ phần Than Đèo Nai - Vinacomin,
343,TDM,HSX,STOCK,Nước Thủ Dầu Một,Công ty Cổ phần Nước Thủ Dầu Một,STO
344,TDI,DELISTED,STOCK,Tập đoàn TDI,Công ty Cổ phần Tập đoàn TDI ,
345,TDH,HSX,STOCK,Thủ Đức House,Công ty Cổ phần Phát triển Nhà Thủ Đức,STO
346,TDG,HSX,STOCK,Đầu tư TDG Global,Công ty Cổ phần Đầu tư TDG Global,STO
347,TDF,UPCOM,STOCK,Xây dựng Trung Đô,Công ty Cổ phần Trung Đô,UPX
348,TDC,HSX,STOCK,Becamex TDC,Công ty Cổ phần Kinh doanh và Phát triển Bình Dương,STO
349,TDB,UPCOM,STOCK,Thủy điện Định Bình,Công ty Cổ phần Thủy điện Định Bình,UPX
350,TD6,HNX,STOCK,Than Đèo Nai - Cọc Sáu - TKV,Công ty Cổ Phần Than Đèo Nai - Cọc Sáu - TKV,STX
351,TCW,UPCOM,STOCK,Kho Vận Tân Cảng,Công ty Cổ phần Kho Vận Tân Cảng,UPX
352,TCT,HSX,STOCK,Cáp treo Tây Ninh,Công ty Cổ phần Cáp treo Núi Bà Tây Ninh,STO
353,TCR,HSX,STOCK,Gốm sứ TAICERA,Công ty Cổ phần Công nghiệp Gốm sứ TAICERA,STO
354,TCO,HSX,STOCK,TCO Holdings,Công ty Cổ phần TCO Holdings,STO
355,TCM,HSX,STOCK,Dệt may Thành Công,Công ty Cổ phần Dệt may - Đầu tư - Thương mại Thành Công,STO
356,TCL,HSX,STOCK,Tan Cang Logistics,Công ty Cổ phần Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,STO
357,TCK,UPCOM,STOCK,COMA,Tổng Công ty Cơ khí Xây dựng - CTCP,UPX
358,TCJ,UPCOM,STOCK,Tô Châu,Công ty Cổ phần Tô Châu,UPX
359,TCI,HSX,STOCK,Chứng khoán Thành Công,Công ty Cổ phần Chứng khoán Thành Công,STO
360,TCH,HSX,STOCK,ĐT DV Tài chính Hoàng Huy,Công ty Cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,STO
361,TCD,HSX,STOCK,Tập đoàn Xây dựng Tracodi,Công ty cổ phần Tập đoàn Xây dựng Tracodi,STO
362,TCB,HSX,STOCK,Techcombank,Ngân hàng Thương mại Cổ phần Kỹ thương Việt Nam,STO
363,TC6,DELISTED,STOCK,Than Cọc Sáu,Công ty Cổ phần Than Cọc Sáu - Vinacomin,
364,TBX,HNX,STOCK,Xi măng Thái Bình,Công ty Cổ phần Xi măng Thái Bình,STX
365,TBW,UPCOM,STOCK,Nước sạch Thái Bình,Công ty cổ phần Nước sạch Thái Bình,UPX
366,TBT,DELISTED,STOCK,XD Công trình GT Bến Tre,Công ty Cổ phần Xây dựng Công trình Giao thông Bến Tre,UPX
367,TBR,UPCOM,STOCK,Địa ốc Tân Bình,Công ty Cổ phần Địa ốc Tân Bình,UPX
368,TBH,UPCOM,STOCK,Tổng Bách Hóa,Công ty Cổ phần Tổng Bách Hóa,UPX
369,TBD,UPCOM,STOCK,Thiết bị điện Đông Anh,Tổng công ty Thiết bị điện Đông Anh - Công ty Cổ phần,UPX
370,TBC,HSX,STOCK,Thủy điện Thác Bà,Công ty Cổ phần Thủy điện Thác Bà,STO
371,TB8,UPCOM,STOCK,SX và KD Vật tư Thiết bị - VVMI,Công ty Cổ phần Sản xuất và Kinh doanh Vật tư Thiết bị - VVMI,UPX
372,TAW,UPCOM,STOCK,Cấp nước Trung An,Công ty Cổ phần Cấp nước Trung An,UPX
373,TAR,UPCOM,STOCK,Nông nghiệp CN cao Trung An,Công ty Cổ phần Nông nghiệp Công nghệ cao Trung An,UPX
374,TAP,DELISTED,STOCK,Đô thị Tân An,Công ty Cổ phần Đô thị Tân An,
375,TAN,UPCOM,STOCK,Cà phê Thuận An,Công ty Cổ phần Cà phê Thuận An,UPX
376,TAL,HSX,STOCK,Đầu Tư Bất Động Sản Taseco,Công Ty Cổ Phần Đầu Tư Bất Động Sản Taseco,STO
377,TAG,DELISTED,STOCK,Trần Anh Company,Công ty Cổ phần Thế giới số Trần Anh,
378,TAC,DELISTED,STOCK,Dầu Tường An,Công ty Cổ phần Dầu Thực vật Tường An,
379,TAB,UPCOM,STOCK,Freco Việt Nam,Công ty Cổ phần Freco Việt Nam,UPX
380,TA9,HNX,STOCK,Xây lắp Thành An 96,Công ty Cổ phần Xây lắp Thành An 96,STX
381,TA6,UPCOM,STOCK,Đầu tư và Xây lắp Thành An 665,Công ty Cổ phần Đầu tư và Xây lắp Thành An 665,UPX
382,TA3,DELISTED,STOCK,ĐT và Xây lắp Thành An 386,Công ty cổ phần Đầu tư và Xây lắp Thành An 386,
383,T12,DELISTED,STOCK,,,
384,SZL,HSX,STOCK,Sonadezi Long Thành,Công ty Cổ phần Sonadezi Long Thành,STO
385,SZG,UPCOM,STOCK,Sonadezi Giang Điền,Công ty Cổ phần Sonadezi Giang Điền,UPX
386,SZE,UPCOM,STOCK,Môi trường Sonadezi,Công ty Cổ phần Môi trường Sonadezi,UPX
387,SZC,HSX,STOCK,Sonadezi Châu Đức,Công ty Cổ phần Sonadezi Châu Đức,STO
388,SZB,HNX,STOCK,Sonadezi Long Bình,Công ty Cổ phần Sonadezi Long Bình,STX
389,SWC,UPCOM,STOCK,Đường Sông Miền Nam,Tổng Công ty Cổ phần Đường Sông Miền Nam,UPX
390,SVT,HSX,STOCK,Công nghệ SG Viễn Đông,Công ty Cổ phần Công nghệ Sài Gòn Viễn Đông,STO
391,SVN,HNX,STOCK,Tập đoàn Vexilla Việt Nam,Công ty Cổ phần Tập đoàn Vexilla Việt Nam,STX
392,SVL,DELISTED,STOCK,,,
393,SVI,HSX,STOCK,Bao bì Biên Hòa,Công ty Cổ phần Bao bì Biên Hòa,STO
394,SVH,UPCOM,STOCK,Thủy điện Sông Vàng,Công ty Cổ phần Thủy điện Sông Vàng,UPX
395,SVG,UPCOM,STOCK,Hơi kỹ nghệ Que hàn,Công ty Cổ phần Hơi kỹ nghệ Que hàn,UPX
396,SVD,HSX,STOCK,Đầu tư & Thương mại Vũ Đăng,Công ty Cổ phần Đầu tư & Thương mại Vũ Đăng,STO
397,SVC,HSX,STOCK,SAVICO,Công ty Cổ phần Dịch vụ tổng hợp Sài Gòn,STO
398,STW,UPCOM,STOCK,Cấp nước Sóc Trăng,Công ty Cổ phần Cấp nước Sóc Trăng,UPX
399,STT,UPCOM,STOCK,Vận chuyển Sài Gòn Tourist,Công ty Cổ phần Vận chuyển Sài Gòn Tourist,UPX
400,STS,UPCOM,STOCK,Dịch vụ vận tải Sài Gòn,Công ty Cổ phần Dịch vụ vận tải Sài Gòn,UPX
401,STP,HNX,STOCK,CN Thương Mại Sông Đà,Công ty Cổ phần Công nghiệp Thương mại Sông Đà,STX
402,STL,UPCOM,STOCK,Sông Đà - Thăng Long,Công ty Cổ phần Sông Đà - Thăng Long,UPX
403,STK,HSX,STOCK,Sợi Thế Kỷ,Công ty Cổ phần Sợi Thế Kỷ,STO
404,STH,UPCOM,STOCK,Phát hành sách Thái Nguyên,Công ty Cổ phần Phát hành sách Thái Nguyên,UPX
405,STG,HSX,STOCK,Kho Vận Miền Nam,Công ty Cổ phần Kho Vận Miền Nam,STO
406,STC,HNX,STOCK,Sách và TB Trường học TP HCM,Công ty Cổ phần Sách và Thiết bị trường học Thành phố Hồ Chí Minh,STX
407,STB,HSX,STOCK,Sacombank,Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,STO
408,ST8,HSX,STOCK,Tập đoàn ST8,Công ty Cổ phần Tập đoàn ST8,STO
409,SSU,DELISTED,STOCK,Môi trường Đô thị Sóc Sơn,Công ty Cổ phần Môi trường Đô thị Sóc Sơn,
410,SSN,UPCOM,STOCK,Thủy sản Sài Gòn,Công ty Cổ phần Xuất nhập khẩu Thủy sản Sài Gòn,UPX
411,SSM,HNX,STOCK,Kết cấu Thép VNECO,Công ty Cổ phần Chế tạo kết cấu thép VNECO.SSM,STX
412,SSI,HSX,STOCK,Chứng khoán SSI,Công ty Cổ phần Chứng khoán SSI,STO
413,SSH,UPCOM,STOCK,Phát triển Sunshine Homes,Công ty Cổ phần Phát triển Sunshine Homes,UPX
414,SSG,UPCOM,STOCK,Vận tải Biển Hải Âu,Công ty Cổ phần Vận tải Biển Hải Âu,UPX
415,SSF,UPCOM,STOCK,Giáo dục G Sài Gòn,Công ty Cổ phần Giáo dục G Sài Gòn,UPX
416,SSC,HSX,STOCK,Giống cây trồng Miền Nam,Công ty Cổ phần Giống cây trồng Miền Nam,STO
417,SSB,HSX,STOCK,SeABank,Ngân hàng Thương mại Cổ phần Đông Nam Á,STO
418,SRT,DELISTED,STOCK,Vận tải Đường sắt Sài Gòn,Công ty Cổ phần Vận tải Đường sắt Sài Gòn,
419,SRF,HSX,STOCK,SEAREFICO,Công ty Cổ phần Searefico,STO
420,SRC,HSX,STOCK,Cao su Sao Vàng,Công ty Cổ phần Cao su Sao Vàng,STO
421,SRB,UPCOM,STOCK,SARA,Công ty Cổ phần Tập đoàn Sara,UPX
422,SRA,HNX,STOCK,SARA Việt Nam,Công ty Cổ phần SARA Việt Nam,STX
423,SQC,UPCOM,STOCK,Khoáng sản SG-Quy Nhơn,Công ty Cổ phần Khoáng sản Sài Gòn - Quy Nhơn,UPX
424,SPV,UPCOM,STOCK,Thủy đặc sản,Công ty Cổ phần Thủy Đặc Sản,UPX
425,SPP,DELISTED,STOCK,Bao bì Nhựa SG,Công ty Cổ phần Bao bì Nhựa Sài Gòn,
426,SPM,HSX,STOCK,S.P.M CORP,Công ty Cổ phần S.P.M,STO
427,SPI,UPCOM,STOCK,Spiral Galaxy,Công ty Cổ phần Spiral Galaxy,UPX
428,SPH,UPCOM,STOCK,XNK Thủy sản Hà Nội,Công ty Cổ phần Xuất Nhập khẩu Thủy sản Hà Nội,UPX
429,SPD,UPCOM,STOCK,Thủy sản Miền Trung,Công ty Cổ phần Xuất nhập khẩu Thủy sản Miền Trung,UPX
430,SPC,HNX,STOCK,BV Thực vật Sài Gòn,Công ty Cổ phần Bảo vệ Thực vật Sài Gòn,STX
431,SPB,UPCOM,STOCK,Sợi Phú Bài,Công ty Cổ phần Sợi Phú Bài,UPX
432,SPA,DELISTED,STOCK,Bao bì Sài Gòn,Công ty Cổ phần Bao bì Sài Gòn,
433,SP2,UPCOM,STOCK,Thủy điện Sử Pán 2,Công ty Cổ phần Thủy điện Sử Pán 2,UPX
434,SON,DELISTED,STOCK,,,
435,SNZ,UPCOM,STOCK,SONADEZI,Tổng Công ty Cổ phần Phát triển Khu Công nghiệp,UPX
436,SNC,UPCOM,STOCK,Thủy sản Năm Căn,Công ty Cổ phần Xuất nhập khẩu Thủy sản Năm Căn,UPX
437,SMT,HNX,STOCK,SAMETEL,Công ty Cổ phần SAMETEL,STX
438,SMN,HNX,STOCK,Sách và thiết bị GD miền Nam,Công ty Cổ phần Sách và thiết bị giáo dục Miền Nam,STX
439,SMC,HSX,STOCK,Đầu tư Thương mại SMC,Công ty Cổ phần Đầu tư Thương mại SMC,STO
440,SMB,HSX,STOCK,Bia Sài Gòn - Miền Trung,Công ty Cổ phần Bia Sài Gòn - Miền Trung,STO
441,SMA,HSX,STOCK,Thiết bị Phụ tùng Sài Gòn,Công ty Cổ phần Thiết bị Phụ tùng Sài Gòn,STO
442,SLS,HNX,STOCK,Mía đường Sơn La,Công ty Cổ phần Mía đường Sơn La,STX
443,SLD,UPCOM,STOCK,Địa Ốc Sacom,Công ty Cổ phần Địa Ốc Sacom,UPX
444,SKV,UPCOM,STOCK,NGK Yến sào Khánh Hòa,Công ty Cổ phần Nước Giải khát Yến sào Khánh Hòa,UPX
445,SKN,UPCOM,STOCK,NGK Sanna Khánh Hòa,Công ty Cổ phần Nước giải khát Sanna Khánh Hòa,UPX
446,SKH,UPCOM,STOCK,NGK Sanest Khánh Hòa,Công ty Cổ phần Nước giải khát Sanest Khánh Hòa,UPX
447,SKG,HSX,STOCK,Tàu Cao tốc Superdong,Công ty Cổ phần Tàu Cao tốc Superdong - Kiên Giang,STO
448,SJS,HSX,STOCK,SJ Group,Công ty Cổ phần SJ Group,STO
449,SJM,UPCOM,STOCK,Sông Đà 19,Công ty Cổ phần Sông Đà 19,UPX
450,SJG,UPCOM,STOCK,Tổng Công ty Sông Đà,Tổng Công ty Sông Đà,UPX
451,SJF,UPCOM,STOCK,Đầu tư Sao Thái Dương,Công ty Cổ phần Đầu tư Sao Thái Dương,UPX
452,SJE,HNX,STOCK,Sông Đà 11,Công ty Cổ phần Sông Đà 11,STX
453,SJD,HSX,STOCK,Thủy điện Cần Đơn,Công ty Cổ phần Thủy điện Cần Đơn,STO
454,SJC,UPCOM,STOCK,Sông Đà 1.01,Công ty Cổ phần Sông Đà 1.01,UPX
455,SJ1,HNX,STOCK,Nông nghiệp Hùng Hậu,Công ty Cổ phần Nông nghiệp Hùng Hậu,STX
456,SIV,UPCOM,STOCK,SIVICO,Công ty Cổ phần SIVICO,UPX
457,SIP,HSX,STOCK,Đầu tư Sài Gòn VRG,Công ty Cổ phần Đầu tư Sài Gòn VRG,STO
458,SII,UPCOM,STOCK,Hạ tầng Nước Sài Gòn,Công ty Cổ phần Hạ tầng Nước Sài Gòn,UPX
459,SIG,UPCOM,STOCK,Đầu tư và Thương mại Sông Đà,Công ty Cổ phần Đầu tư và Thương mại Sông Đà,UPX
460,SID,UPCOM,STOCK,Đầu tư PT Sài Gòn Co.op,Công ty Cổ phần Đầu tư Phát triển Sài Gòn Co.op,UPX
461,SIC,DELISTED,STOCK,Công ty Cổ phần ANI,Công ty Cổ phần ANI,
462,SHX,DELISTED,STOCK,Sài Gòn Hỏa xa,Công ty Cổ phần Sài Gòn Hỏa xa,
463,SHS,HNX,STOCK,Chứng khoán SG - HN,Công ty Cổ phần Chứng khoán Sài Gòn - Hà Nội,STX
464,SHP,HSX,STOCK,Thủy điện Miền Nam,Công ty Cổ phần Thủy điện Miền Nam,STO
465,SHN,HNX,STOCK,Đầu tư Tổng hợp Hà Nội,Công ty Cổ phần Đầu tư Tổng hợp Hà Nội,STX
466,SHI,HSX,STOCK,Quốc tế Sơn Hà,Công ty Cổ phần Quốc tế Sơn Hà,STO
467,SHG,UPCOM,STOCK,Tổng Công ty Sông Hồng,Tổng Công ty Cổ phần Sông Hồng,UPX
468,SHE,HNX,STOCK,PT Năng Lượng Sơn Hà,Công ty Cổ phần Phát triển Năng Lượng Sơn Hà,STX
469,SHC,UPCOM,STOCK,Hàng hải Sài Gòn,Công ty Cổ phần Hàng hải Sài Gòn,UPX
470,SHB,HSX,STOCK,SHB,Ngân hàng Thương mại Cổ phần Sài Gòn – Hà Nội,STO
